"subject","trial_number","Cross_position","Circle_1","Position_1","Color_1","Circle_2","Position_2","Color_2","Position_3","Color_3","Position_4","Color_4","p_confidence","response_time","angle_1","angle_2","angle_3","angle_4","angle_1_cue","angle_2_cue","angle_3_cue","angle_4_cue"
"188985661","16","0","-1","37.7182457264788126849","3","1","127.7182457264788126849","7","217.7182457264788126849","1","307.7182457264788126849","5","5","1657","37.7182457264788126849","217.7182457264788126849","127.7182457264788126849","307.7182457264788126849","127.7182457264788126849","307.7182457264788126849","217.7182457264788126849","397.7182457264788126849"
"188985661","17","0","1","-57.3105202073488726455","9","1","122.6894797926511273545","6","-147.3105202073488726455","8","32.6894797926511273545","7","7","1536","-147.3105202073488726455","32.6894797926511273545","-57.3105202073488726455","122.6894797926511273545","-57.3105202073488726455","122.6894797926511273545","32.6894797926511273545","212.6894797926511273545"
"188985661","18","0","-1","92.0537784863388424128","4","1","182.0537784863388424128","1","272.0537784863388424128","1","362.0537784863388424128","8","5","2903","92.0537784863388424128","272.0537784863388424128","182.0537784863388424128","362.0537784863388424128","182.0537784863388424128","362.0537784863388424128","272.0537784863388424128","452.0537784863388424128"
"188985661","19","0","-1","96.6464678190291124338","6","1","186.6464678190291124338","9","276.6464678190291124338","4","366.6464678190291124338","1","7","1174","96.6464678190291124338","276.6464678190291124338","186.6464678190291124338","366.6464678190291124338","186.6464678190291124338","366.6464678190291124338","276.6464678190291124338","456.6464678190291124338"
"188985661","20","0","-1","174.8881112772245387532","3","-1","354.8881112772245387532","6","264.8881112772245387532","4","444.8881112772245387532","2","7","1320","174.8881112772245387532","354.8881112772245387532","264.8881112772245387532","444.8881112772245387532","264.8881112772245387532","444.8881112772245387532","354.8881112772245387532","534.8881112772245387532"
"188985661","21","0","-1","37.1058492122930090318","6","-1","217.1058492122930090318","3","127.1058492122930090318","4","307.1058492122930374535","8","7","1148","37.1058492122930090318","217.1058492122930090318","127.1058492122930090318","307.1058492122930374535","127.1058492122930090318","307.1058492122930374535","217.1058492122930090318","397.1058492122930374535"
"188985661","22","0","-1","-44.0318349991067918836","4","1","45.9681650008932081164","7","135.9681650008932081164","6","225.9681650008932081164","4","2","1661","-44.0318349991067918836","135.9681650008932081164","45.9681650008932081164","225.9681650008932081164","45.9681650008932081164","225.9681650008932081164","135.9681650008932081164","315.9681650008932365381"
"188985661","23","0","-1","-19.9936118442550139207","3","-1","160.0063881557449860793","3","70.0063881557449860793","2","250.0063881557449860793","3","0","1039","-19.9936118442550139207","160.0063881557449860793","70.0063881557449860793","250.0063881557449860793","70.0063881557449860793","250.0063881557449860793","160.0063881557449860793","340.0063881557449576576"
"188985661","24","0","-1","-149.6256909634977887436","7","1","-59.6256909634977887436","5","30.3743090365022112564","1","120.3743090365022112564","6","2","1856","-149.6256909634977887436","30.3743090365022112564","-59.6256909634977887436","120.3743090365022112564","-59.6256909634977887436","120.3743090365022112564","30.3743090365022112564","210.3743090365022112564"
"188985661","25","0","-1","15.2078148618358568456","6","-1","195.2078148618358568456","5","105.2078148618358568456","7","285.2078148618358568456","8","7","1256","15.2078148618358568456","195.2078148618358568456","105.2078148618358568456","285.2078148618358568456","105.2078148618358568456","285.2078148618358568456","195.2078148618358568456","375.2078148618358568456"
"188985661","26","0","1","164.844350352614270605","4","1","344.8443503526142421833","6","74.844350352614270605","4","254.844350352614270605","3","6","1629","74.844350352614270605","254.844350352614270605","164.844350352614270605","344.8443503526142421833","164.844350352614270605","344.8443503526142421833","254.844350352614270605","434.8443503526142421833"
"188985661","27","0","-1","121.8351052566047769687","6","-1","301.8351052566047769687","9","211.8351052566047769687","4","391.8351052566047769687","7","7","1457","121.8351052566047769687","301.8351052566047769687","211.8351052566047769687","391.8351052566047769687","211.8351052566047769687","391.8351052566047769687","301.8351052566047769687","481.8351052566047769687"
"188985661","28","0","1","-88.475708746927722359","3","1","91.524291253072277641","9","-178.475708746927722359","2","1.524291253072277641","5","7","1175","-178.475708746927722359","1.524291253072277641","-88.475708746927722359","91.524291253072277641","-88.475708746927722359","91.524291253072277641","1.524291253072277641","181.524291253072277641"
"188985661","29","0","1","170.1185800275110295843","1","1","350.1185800275110295843","5","80.1185800275110295843","6","260.1185800275110295843","9","5","2855","80.1185800275110295843","260.1185800275110295843","170.1185800275110295843","350.1185800275110295843","170.1185800275110295843","350.1185800275110295843","260.1185800275110295843","440.1185800275110295843"
"188985661","30","0","-1","90.5181269884384391844","1","-1","270.5181269884384391844","7","180.5181269884384391844","2","360.5181269884384391844","9","4","1883","90.5181269884384391844","270.5181269884384391844","180.5181269884384391844","360.5181269884384391844","180.5181269884384391844","360.5181269884384391844","270.5181269884384391844","450.5181269884384391844"
"188985661","31","0","-1","-171.6433076634172607555","5","-1","8.3566923365827392445","5","-81.6433076634172607555","9","98.3566923365827392445","2","0","1306","-171.6433076634172607555","8.3566923365827392445","-81.6433076634172607555","98.3566923365827392445","-81.6433076634172607555","98.3566923365827392445","8.3566923365827392445","188.3566923365827392445"
"188985661","32","0","-1","-42.3376099631045121896","8","-1","137.6623900368954878104","2","47.6623900368954878104","7","227.6623900368954878104","2","5","1814","-42.3376099631045121896","137.6623900368954878104","47.6623900368954878104","227.6623900368954878104","47.6623900368954878104","227.6623900368954878104","137.6623900368954878104","317.6623900368954878104"
"188985661","33","0","1","-15.8126780776802178252","5","1","164.1873219223197679639","1","-105.8126780776802178252","6","74.1873219223197821748","7","7","999","-105.8126780776802178252","74.1873219223197821748","-15.8126780776802178252","164.1873219223197679639","-15.8126780776802178252","164.1873219223197679639","74.1873219223197821748","254.1873219223197679639"
"188985661","34","0","-1","-47.4313813698085482429","9","-1","132.5686186301914517571","2","42.5686186301914517571","2","222.5686186301914517571","5","0","1123","-47.4313813698085482429","132.5686186301914517571","42.5686186301914517571","222.5686186301914517571","42.5686186301914517571","222.5686186301914517571","132.5686186301914517571","312.5686186301914517571"
"188985661","35","0","1","159.5743522815346580046","4","1","339.5743522815346295829","7","69.5743522815346580046","8","249.5743522815346580046","2","7","1810","69.5743522815346580046","249.5743522815346580046","159.5743522815346580046","339.5743522815346295829","159.5743522815346580046","339.5743522815346295829","249.5743522815346580046","429.5743522815346295829"
"188985661","36","0","1","42.6249722607026342303","1","1","222.6249722607026342303","2","-47.3750277392973657697","4","132.6249722607026342303","5","3","2106","-47.3750277392973657697","132.6249722607026342303","42.6249722607026342303","222.6249722607026342303","42.6249722607026342303","222.6249722607026342303","132.6249722607026342303","312.6249722607026342303"
