,stimulus_radius,central_radius,peripheral_radius,build,date,time,subject,group,blockcode,blocknum,trialcode,trialnum,response,correct,latency,subject.1,trial_number,sequence_number,order_num,trial_type,Cross_position,Circle_1,Position_1,Color_1,Circle_2,Position_2,Color_2,Position_3,Color_3,Position_4,Color_4,similarity,response_time,angle_1,angle_2,angle_3,angle_4,angle_1_cue,angle_2_cue,angle_3_cue,angle_4_cue,catch_vals,ratio_pxpermm,screen_size_x,screen_size_y,viewer_distance,line_size,calibration_image_size,DVA_to_distance,ratio_pxpermm.1,radius_F,radius_P,r_F,peripheral_scale,bin1,bin2,eccen_type,noncompliant
3180,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,133,centermouse,4,centersquare,0,1056,63991259,117,195,114,during,0,-1,11.34875019,#0000FF,-1,191.3487502,#AAFF00,0,0,0,0,4,2006,11.34875019,191.3487502,191.3487502,11.34875019,101.3487502,281.3487502,281.3487502,101.3487502,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3182,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,135,centermouse,4,centersquare,0,835,63991259,119,57,215,during,0,-1,5.383746204,#00FF00,-1,185.3837462,#0000FF,0,0,0,0,5,1451,5.383746204,185.3837462,185.3837462,5.383746204,95.3837462,275.3837462,275.3837462,95.3837462,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3183,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,136,centermouse,4,centersquare,0,908,63991259,120,240,212,during,0,-1,25.22252651,#00FFA9,-1,205.2225265,#00A9FF,0,0,0,0,2,1570,25.22252651,205.2225265,205.2225265,25.22252651,115.2225265,295.2225265,295.2225265,115.2225265,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3186,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,139,centermouse,4,centersquare,0,1119,63991259,122,205,145,during,0,-1,17.14689875,#00FF00,-1,197.1468988,#AAFF00,0,0,0,0,2,1351,17.14689875,197.1468988,197.1468988,17.14689875,107.1468988,287.1468988,287.1468988,107.1468988,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3187,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,140,centermouse,4,centersquare,0,1021,63991259,123,129,65,during,0,-1,-19.71222621,#00FF00,-1,160.2877738,#FFAA00,0,0,0,0,4,3040,-19.71222621,160.2877738,160.2877738,-19.71222621,70.28777379,250.2877738,250.2877738,70.28777379,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3190,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,143,centermouse,4,centersquare,0,448,63991259,125,101,138,during,0,-1,-28.68343713,#FFAA00,-1,151.3165629,#AAFF00,0,0,0,0,3,888,-28.68343713,151.3165629,151.3165629,-28.68343713,61.31656287,241.3165629,241.3165629,61.31656287,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3192,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,145,centermouse,4,centersquare,0,466,63991259,127,201,156,during,0,-1,24.68236785,#FF00AA,-1,204.6823679,#AAFF00,0,0,0,0,6,973,24.68236785,204.6823679,204.6823679,24.68236785,114.6823679,294.6823679,294.6823679,114.6823679,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3198,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,151,centermouse,4,centersquare,0,433,63991259,133,229,11,during,0,-1,8.951699328,#AA00FF,-1,188.9516993,#AA00FF,0,0,0,0,0,760,8.951699328,188.9516993,188.9516993,8.951699328,98.95169933,278.9516993,278.9516993,98.95169933,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3199,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,152,centermouse,4,centersquare,0,463,63991259,134,247,82,during,0,-1,-6.693092379,#00FFA9,-1,173.3069076,#00FFA9,0,0,0,0,0,656,-6.693092379,173.3069076,173.3069076,-6.693092379,83.30690762,263.3069076,263.3069076,83.30690762,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3203,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,156,centermouse,4,centersquare,0,519,63991259,137,231,154,during,0,-1,-6.477789785,#00FFA9,-1,173.5222102,#0000FF,0,0,0,0,3,895,-6.477789785,173.5222102,173.5222102,-6.477789785,83.52221022,263.5222102,263.5222102,83.52221022,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3204,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,157,centermouse,4,centersquare,0,402,63991259,138,14,238,during,0,-1,-16.48134396,#00A9FF,-1,163.518656,#FF00AA,0,0,0,0,6,774,-16.48134396,163.518656,163.518656,-16.48134396,73.51865604,253.518656,253.518656,73.51865604,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3205,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,158,centermouse,4,centersquare,0,413,63991259,139,134,179,during,0,-1,-19.75821881,#FFAA00,-1,160.2417812,#AA00FF,0,0,0,0,7,824,-19.75821881,160.2417812,160.2417812,-19.75821881,70.24178119,250.2417812,250.2417812,70.24178119,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3210,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,163,centermouse,4,centersquare,0,432,63991259,144,246,89,during,0,-1,-0.768894602,#AA00FF,-1,179.2311054,#FF0000,0,0,0,0,6,733,-0.768894602,179.2311054,179.2311054,-0.768894602,89.2311054,269.2311054,269.2311054,89.2311054,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3211,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,164,centermouse,4,centersquare,0,412,63991259,145,193,27,during,0,-1,-16.48849095,#FF0000,-1,163.511509,#FF00AA,0,0,0,0,5,1497,-16.48849095,163.511509,163.511509,-16.48849095,73.51150905,253.511509,253.511509,73.51150905,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3214,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,167,centermouse,4,centersquare,0,961,63991259,147,169,132,during,0,-1,22.48175286,#00A9FF,-1,202.4817529,#00FF00,0,0,0,0,2,1600,22.48175286,202.4817529,202.4817529,22.48175286,112.4817529,292.4817529,292.4817529,112.4817529,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3216,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,169,centermouse,4,centersquare,0,849,63991259,149,131,177,during,0,-1,17.78126594,#AA00FF,-1,197.7812659,#0000FF,0,0,0,0,2,1588,17.78126594,197.7812659,197.7812659,17.78126594,107.7812659,287.7812659,287.7812659,107.7812659,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3217,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,170,centermouse,4,centersquare,0,897,63991259,150,227,67,during,0,-1,10.00752118,#00A9FF,-1,190.0075212,#00A9FF,0,0,0,0,0,946,10.00752118,190.0075212,190.0075212,10.00752118,100.0075212,280.0075212,280.0075212,100.0075212,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3222,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,175,centermouse,4,centersquare,0,816,63991259,154,109,47,during,0,-1,4.033608463,#00FFA9,-1,184.0336085,#AA00FF,0,0,0,0,6,1267,4.033608463,184.0336085,184.0336085,4.033608463,94.03360846,274.0336085,274.0336085,94.03360846,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3224,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,177,centermouse,4,centersquare,0,1232,63991259,156,155,124,during,0,-1,23.46633161,#0000FF,-1,203.4663316,#FFAA00,0,0,0,0,7,999,23.46633161,203.4663316,203.4663316,23.46633161,113.4663316,293.4663316,293.4663316,113.4663316,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3228,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,181,centermouse,4,centersquare,0,336,63991259,160,91,185,during,0,-1,17.40809081,#00FFA9,-1,197.4080908,#FF00AA,0,0,0,0,6,674,17.40809081,197.4080908,197.4080908,17.40809081,107.4080908,287.4080908,287.4080908,107.4080908,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3229,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,182,centermouse,4,centersquare,0,443,63991259,161,217,85,during,0,-1,-29.47897648,#00FF00,-1,150.5210235,#00A9FF,0,0,0,0,2,931,-29.47897648,150.5210235,150.5210235,-29.47897648,60.52102352,240.5210235,240.5210235,60.52102352,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3231,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,184,centermouse,4,centersquare,0,429,63991259,163,242,175,during,0,-1,-7.44163542,#AAFF00,-1,172.5583646,#FF0000,0,0,0,0,6,719,-7.44163542,172.5583646,172.5583646,-7.44163542,82.55836458,262.5583646,262.5583646,82.55836458,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3233,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,186,centermouse,4,centersquare,0,417,63991259,165,25,194,during,0,-1,13.1693773,#FFAA00,-1,193.1693773,#FFAA00,0,0,0,0,0,667,13.1693773,193.1693773,193.1693773,13.1693773,103.1693773,283.1693773,283.1693773,103.1693773,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3235,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,188,centermouse,4,centersquare,0,422,63991259,167,170,98,during,0,-1,27.8245415,#FFAA00,-1,207.8245415,#FF00AA,0,0,0,0,4,872,27.8245415,207.8245415,207.8245415,27.8245415,117.8245415,297.8245415,297.8245415,117.8245415,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3241,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,194,centermouse,4,centersquare,0,429,63991259,173,158,220,during,0,-1,-20.78089542,#FF00AA,-1,159.2191046,#FF0000,0,0,0,0,3,1190,-20.78089542,159.2191046,159.2191046,-20.78089542,69.21910458,249.2191046,249.2191046,69.21910458,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3246,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,199,centermouse,4,centersquare,0,427,63991259,178,118,228,during,0,-1,28.87427052,#00FFA9,-1,208.8742705,#FF0000,0,0,0,0,6,688,28.87427052,208.8742705,208.8742705,28.87427052,118.8742705,298.8742705,298.8742705,118.8742705,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3253,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,206,centermouse,4,centersquare,0,476,63991259,185,73,100,during,0,-1,-5.633169542,#FF00AA,-1,174.3668305,#00FF00,0,0,0,0,6,807,-5.633169542,174.3668305,174.3668305,-5.633169542,84.36683046,264.3668305,264.3668305,84.36683046,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3254,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,207,centermouse,4,centersquare,0,393,63991259,186,32,46,during,0,-1,21.23151229,#FF0000,-1,201.2315123,#AAFF00,0,0,0,0,7,801,21.23151229,201.2315123,201.2315123,21.23151229,111.2315123,291.2315123,291.2315123,111.2315123,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3255,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,208,centermouse,4,centersquare,0,331,63991259,187,173,94,during,0,-1,7.70214729,#AA00FF,-1,187.7021473,#FFAA00,0,0,0,0,7,818,7.70214729,187.7021473,187.7021473,7.70214729,97.70214729,277.7021473,277.7021473,97.70214729,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3257,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,210,centermouse,4,centersquare,0,450,63991259,189,104,92,during,0,-1,-1.255599407,#0000FF,-1,178.7444006,#0000FF,0,0,0,0,0,640,-1.255599407,178.7444006,178.7444006,-1.255599407,88.74440059,268.7444006,268.7444006,88.74440059,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3260,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,213,centermouse,4,centersquare,0,506,63991259,192,245,103,during,0,-1,2.534491907,#0000FF,-1,182.5344919,#AA00FF,0,0,0,0,2,1418,2.534491907,182.5344919,182.5344919,2.534491907,92.53449191,272.5344919,272.5344919,92.53449191,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3276,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,229,centermouse,4,centersquare,0,865,63991259,207,97,140,during,0,-1,-14.93731612,#0000FF,-1,165.0626839,#00FFA9,0,0,0,0,2,1376,-14.93731612,165.0626839,165.0626839,-14.93731612,75.06268388,255.0626839,255.0626839,75.06268388,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3278,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,231,centermouse,4,centersquare,0,786,63991259,209,204,119,during,0,-1,-5.362427657,#AAFF00,-1,174.6375723,#FFAA00,0,0,0,0,2,1416,-5.362427657,174.6375723,174.6375723,-5.362427657,84.63757234,264.6375723,264.6375723,84.63757234,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3279,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,232,centermouse,4,centersquare,0,791,63991259,210,121,29,during,0,-1,-24.75742313,#00FFA9,-1,155.2425769,#AAFF00,0,0,0,0,2,1046,-24.75742313,155.2425769,155.2425769,-24.75742313,65.24257687,245.2425769,245.2425769,65.24257687,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3282,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,235,centermouse,4,centersquare,0,902,63991259,213,93,192,during,0,-1,-13.68822725,#AA00FF,-1,166.3117728,#00FF00,0,0,0,0,6,1134,-13.68822725,166.3117728,166.3117728,-13.68822725,76.31177275,256.3117728,256.3117728,76.31177275,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3287,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,240,centermouse,4,centersquare,0,468,63991259,218,38,25,during,0,-1,-14.68519854,#FF00AA,-1,165.3148015,#AA00FF,0,0,0,0,1,915,-14.68519854,165.3148015,165.3148015,-14.68519854,75.31480146,255.3148015,255.3148015,75.31480146,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3290,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,243,centermouse,4,centersquare,0,438,63991259,221,185,84,during,0,-1,-25.22231298,#FF0000,-1,154.777687,#AA00FF,0,0,0,0,6,828,-25.22231298,154.777687,154.777687,-25.22231298,64.77768702,244.777687,244.777687,64.77768702,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3295,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,248,centermouse,4,centersquare,0,482,63991259,226,90,158,during,0,-1,22.15818059,#FFAA00,-1,202.1581806,#FF0000,0,0,0,0,3,827,22.15818059,202.1581806,202.1581806,22.15818059,112.1581806,292.1581806,292.1581806,112.1581806,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3298,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,251,centermouse,4,centersquare,0,354,63991259,229,128,8,during,0,-1,3.478264309,#FF0000,-1,183.4782643,#00FFA9,0,0,0,0,7,755,3.478264309,183.4782643,183.4782643,3.478264309,93.47826431,273.4782643,273.4782643,93.47826431,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3301,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,254,centermouse,4,centersquare,0,371,63991259,232,249,87,during,0,-1,-12.34420029,#AAFF00,-1,167.6557997,#AA00FF,0,0,0,0,6,725,-12.34420029,167.6557997,167.6557997,-12.34420029,77.65579971,257.6557997,257.6557997,77.65579971,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3309,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,262,centermouse,4,centersquare,0,432,63991259,240,111,182,during,0,-1,-27.2174963,#00A9FF,-1,152.7825037,#0000FF,0,0,0,0,2,808,-27.2174963,152.7825037,152.7825037,-27.2174963,62.7825037,242.7825037,242.7825037,62.7825037,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3313,1,1,10,6.2.2,26-08-20,21:21:44,63991259,660692185,experiment,266,centermouse,4,centersquare,0,357,63991259,243,139,99,during,0,-1,-2.841337582,#FF0000,-1,177.1586624,#00A9FF,0,0,0,0,7,759,-2.841337582,177.1586624,177.1586624,-2.841337582,87.15866242,267.1586624,267.1586624,87.15866242,NA,4.0887850467289723611px,333.8399999999999749889px,187.8308571428571269735px,532.5784253,81.775700934579447221px,13594.391999999999825377px,9.296187668,4.0887850467289723611px,38.0101131287804960834px,380.1011312878049466235px,38.0101131287804960834px,4.5,NA,NA,FF,0
3355,1,1,10,6.2.2,27-08-20,08:03:02,98665966,726048101,experiment,18,centermouse,4,centersquare,0,835,98665966,5,235,41,during,0,-1,-13.16641944,#FFAA00,-1,166.8335806,#00FFA9,0,0,0,0,7,829,-13.16641944,166.8335806,166.8335806,-13.16641944,76.83358056,256.8335806,256.8335806,76.83358056,NA,4.0303738317757016318px,338.6782608695651788366px,190.553043478260832444px,337.1565844,80.6074766355140326368px,13594.391999999999825377px,5.885087966,4.0303738317757016318px,23.7191045372807920444px,237.1910453728079346547px,23.7191045372807920444px,4.5,NA,NA,FF,0
3357,1,1,10,6.2.2,27-08-20,08:03:02,98665966,726048101,experiment,20,centermouse,4,centersquare,0,801,98665966,7,1,220,during,0,-1,-20.04289076,#FF00AA,-1,159.9571092,#FF0000,0,0,0,0,6,1401,-20.04289076,159.9571092,159.9571092,-20.04289076,69.95710924,249.9571092,249.9571092,69.95710924,NA,4.0303738317757016318px,338.6782608695651788366px,190.553043478260832444px,337.1565844,80.6074766355140326368px,13594.391999999999825377px,5.885087966,4.0303738317757016318px,23.7191045372807920444px,237.1910453728079346547px,23.7191045372807920444px,4.5,NA,NA,FF,0
3359,1,1,10,6.2.2,27-08-20,08:03:02,98665966,726048101,experiment,22,centermouse,4,centersquare,0,471,98665966,9,246,215,during,0,-1,-16.96380376,#00FF00,-1,163.0361962,#0000FF,0,0,0,0,7,1491,-16.96380376,163.0361962,163.0361962,-16.96380376,73.03619624,253.0361962,253.0361962,73.03619624,NA,4.0303738317757016318px,338.6782608695651788366px,190.553043478260832444px,337.1565844,80.6074766355140326368px,13594.391999999999825377px,5.885087966,4.0303738317757016318px,23.7191045372807920444px,237.1910453728079346547px,23.7191045372807920444px,4.5,NA,NA,FF,0
3361,1,1,10,6.2.2,27-08-20,08:03:02,98665966,726048101,experiment,24,centermouse,4,centersquare,0,430,98665966,11,107,132,during,0,-1,-25.8878614,#00A9FF,-1,154.1121386,#00FF00,0,0,0,0,7,691,-25.8878614,154.1121386,154.1121386,-25.8878614,64.1121386,244.1121386,244.1121386,64.1121386,NA,4.0303738317757016318px,338.6782608695651788366px,190.553043478260832444px,337.1565844,80.6074766355140326368px,13594.391999999999825377px,5.885087966,4.0303738317757016318px,23.7191045372807920444px,237.1910453728079346547px,23.7191045372807920444px,4.5,NA,NA,FF,0
